"","year","vote","race","language","interview","gender","turnout"
"169","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","2. Female","3. Voted (registered)"
"170","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","2. Female","2. Registered, but did not vote"
"171","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","2. Female","3. Voted (registered)"
"172","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","1. Male","2. Registered, but did not vote"
"173","2000","4. Other (incl. 3d/minor party candidates and write-ins)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","1. Male","3. Voted (registered)"
"174","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","1. Male","3. Voted (registered)"
"175","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","2. Female","3. Voted (registered)"
"176","2000","7. Did not vote or voted but not for president (exc.1972)","6. Other or multiple races, non-Hispanic (1968-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","2. Female","1. Not registered, and did not vote"
"177","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","2. Female","1. Not registered, and did not vote"
"178","2000","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","1. Male","3. Voted (registered)"
"179","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","1. Male","3. Voted (registered)"
"180","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","2. Female","3. Voted (registered)"
"181","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","1. Male","3. Voted (registered)"
"182","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","2. Female","3. Voted (registered)"
"183","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","1. Male","3. Voted (registered)"
"184","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","1. Male","3. Voted (registered)"
"185","2000","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","2. Female","3. Voted (registered)"
"186","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","2. Female","2. Registered, but did not vote"
"187","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","1. Male","3. Voted (registered)"
"188","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","1. Male","3. Voted (registered)"
"189","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","1. Male","3. Voted (registered)"
"190","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","2. Female","3. Voted (registered)"
"191","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","2. Female","2. Registered, but did not vote"
"192","2000","2. Republican","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","1. Male","3. Voted (registered)"
"193","2000","1. Democrat","4. American Indian or Alaska Native non-Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","2. Female","3. Voted (registered)"
"194","2000","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","1. Male","3. Voted (registered)"
"195","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","1. Male","3. Voted (registered)"
"196","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","1. Male","1. Not registered, and did not vote"
"197","2000","7. Did not vote or voted but not for president (exc.1972)","4. American Indian or Alaska Native non-Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","2. Female","2. Registered, but did not vote"
"198","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","1. Male","3. Voted (registered)"
"199","2000","4. Other (incl. 3d/minor party candidates and write-ins)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","2. Female","3. Voted (registered)"
"200","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","2. Female","3. Voted (registered)"
"201","2000","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","2. Female","1. Not registered, and did not vote"
"202","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","2. Female","3. Voted (registered)"
"203","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","1. Male","1. Not registered, and did not vote"
"204","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","2. Female","3. Voted (registered)"
"205","2000","2. Republican","6. Other or multiple races, non-Hispanic (1968-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","2. Female","3. Voted (registered)"
"206","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","2. Female","3. Voted (registered)"
"207","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","2. Female","3. Voted (registered)"
"208","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","2. Female","2. Registered, but did not vote"
"209","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","2. Female","3. Voted (registered)"
"210","2000","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","2. Female","3. Voted (registered)"
"211","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","1. Male","3. Voted (registered)"
"212","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","2. Female","3. Voted (registered)"
"213","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","1. Male","3. Voted (registered)"
"214","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","2. Female","3. Voted (registered)"
"215","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","2. Female","1. Not registered, and did not vote"
"216","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","1. Male","3. Voted (registered)"
"217","2000","2. Republican","6. Other or multiple races, non-Hispanic (1968-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","1. Male","3. Voted (registered)"
"218","2000","2. Republican","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","1. Male","3. Voted (registered)"
"219","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","2. Female","1. Not registered, and did not vote"
"220","2000","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","1. Male","3. Voted (registered)"
"221","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","2. Female","3. Voted (registered)"
"222","2000","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","2. Female","3. Voted (registered)"
"223","2000","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","3. All telephone","1. Male","1. Not registered, and did not vote"
