"","year","vote","work","job","outofwork","turnout"
"307","2004","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"308","2004","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"309","2004","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"310","2004","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"311","2004","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"312","2004","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"313","2004","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"314","2004","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"315","2004","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"316","2004","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"317","2004","1. Democrat","1. Working now","3. Somewhat","1. Yes","3. Voted (registered)"
"318","2004","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","5. No","1. Not registered, and did not vote"
"319","2004","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"320","2004","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"321","2004","4. Other (incl. 3d/minor party candidates and write-ins)","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"322","2004","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"323","2004","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"324","2004","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"325","2004","2. Republican","1. Working now","1. A lot","5. No","3. Voted (registered)"
"326","2004","2. Republican","5. Retired","5. Not much at all","5. No","3. Voted (registered)"
"327","2004","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"328","2004","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","5. No","2. Registered, but did not vote"
"329","2004","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","5. No","1. Not registered, and did not vote"
"330","2004","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"331","2004","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"332","2004","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"333","2004","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"334","2004","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"335","2004","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"336","2004","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"337","2004","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"338","2004","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"339","2004","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"340","2004","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"341","2004","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"342","2004","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"343","2004","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"344","2004","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"345","2004","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"346","2004","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"347","2004","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"348","2004","7. Did not vote or voted but not for president (exc.1972)","5. Retired","5. Not much at all","5. No","2. Registered, but did not vote"
"349","2004","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"350","2004","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"351","2004","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","1. Yes","1. Not registered, and did not vote"
"352","2004","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"353","2004","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"354","2004","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"355","2004","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"356","2004","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"357","2004","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"358","2004","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"359","2004","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"360","2004","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"361","2004","2. Republican","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
"362","2004","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"363","2004","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"364","2004","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"365","2004","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"366","2004","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"367","2004","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"368","2004","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"369","2004","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"370","2004","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"371","2004","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"372","2004","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"373","2004","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"374","2004","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"375","2004","4. Other (incl. 3d/minor party candidates and write-ins)","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"376","2004","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"377","2004","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"378","2004","2. Republican","5. Retired","5. Not much at all","5. No","3. Voted (registered)"
"379","2004","1. Democrat","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
"380","2004","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"381","2004","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"382","2004","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","1. Yes","1. Not registered, and did not vote"
"383","2004","1. Democrat","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
"384","2004","1. Democrat","5. Retired","5. Not much at all","5. No","3. Voted (registered)"
"385","2004","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"386","2004","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"387","2004","1. Democrat","1. Working now","1. A lot","1. Yes","3. Voted (registered)"
"388","2004","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"389","2004","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"390","2004","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"391","2004","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","5. No","2. Registered, but did not vote"
"392","2004","1. Democrat","7. Homemaker","5. Not much at all","5. No","3. Voted (registered)"
"393","2004","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"394","2004","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"395","2004","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"396","2004","2. Republican","1. Working now","1. A lot","5. No","3. Voted (registered)"
"397","2004","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"398","2004","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","1. Yes","1. Not registered, and did not vote"
"399","2004","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"400","2004","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"401","2004","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"402","2004","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"403","2004","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","5. No","2. Registered, but did not vote"
"404","2004","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"405","2004","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"406","2004","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"407","2004","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"408","2004","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"409","2004","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"410","2004","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"411","2004","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","5. No","1. Not registered, and did not vote"
"412","2004","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"413","2004","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"414","2004","2. Republican","1. Working now","1. A lot","5. No","3. Voted (registered)"
"415","2004","3. Major third party candidate (Wallace 1968/Anderson","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
