"","year","vote","region","urbanism","grewup","turnout"
"600","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"601","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","2. In the country, not on a farm","3. Voted (registered)"
"602","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","6. In a suburb of a large city","2. Registered, but did not vote"
"603","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","1. Not registered, and did not vote"
"604","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"605","2000","7. Did not vote or voted but not for president (exc.1972)","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","2. In the country, not on a farm","1. Not registered, and did not vote"
"606","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","1. Central cities","5. In a large city (100,000-500,000)","3. Voted (registered)"
"607","2000","2. Republican","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"608","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","5. In a large city (100,000-500,000)","3. Voted (registered)"
"609","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","1. On a farm","3. Voted (registered)"
"610","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","8. In a suburb of a very large city","3. Voted (registered)"
"611","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","5. In a large city (100,000-500,000)","3. Voted (registered)"
"612","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","3. In a small city or town (under 50,000)","3. Voted (registered)"
"613","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","1. Central cities","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"614","2000","2. Republican","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"615","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","1. Central cities","1. On a farm","3. Voted (registered)"
"616","2000","1. Democrat","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","2. Suburban areas","5. In a large city (100,000-500,000)","3. Voted (registered)"
"617","2000","7. Did not vote or voted but not for president (exc.1972)","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","1. Central cities","5. In a large city (100,000-500,000)","1. Not registered, and did not vote"
"618","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","1. On a farm","3. Voted (registered)"
"619","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","2. In the country, not on a farm","1. Not registered, and did not vote"
"620","2000","7. Did not vote or voted but not for president (exc.1972)","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","2. Suburban areas","3. In a small city or town (under 50,000)","2. Registered, but did not vote"
"621","2000","4. Other (incl. 3d/minor party candidates and write-ins)","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","2. Suburban areas","1. On a farm","3. Voted (registered)"
"622","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"623","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","1. Central cities","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"624","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","5. In a large city (100,000-500,000)","3. Voted (registered)"
"625","2000","7. Did not vote or voted but not for president (exc.1972)","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","4. In a medium-sized city (50,000-100,000)","1. Not registered, and did not vote"
"626","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","1. On a farm","2. Registered, but did not vote"
"627","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","2. In the country, not on a farm","3. Voted (registered)"
"628","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","1. Central cities","5. In a large city (100,000-500,000)","3. Voted (registered)"
"629","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","1. On a farm","3. Voted (registered)"
"630","2000","2. Republican","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","2. In the country, not on a farm","3. Voted (registered)"
"631","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","8. In a suburb of a very large city","3. Voted (registered)"
"632","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","1. Central cities","7. In a very large city (over 500,000)","3. Voted (registered)"
"633","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","1. Central cities","2. In the country, not on a farm","3. Voted (registered)"
"634","2000","1. Democrat","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","1. Central cities","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"635","2000","2. Republican","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","1. Central cities","5. In a large city (100,000-500,000)","3. Voted (registered)"
"636","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"637","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","6. In a suburb of a large city","3. Voted (registered)"
"638","2000","7. Did not vote or voted but not for president (exc.1972)","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","1. On a farm","2. Registered, but did not vote"
"639","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"640","2000","7. Did not vote or voted but not for president (exc.1972)","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","1. Not registered, and did not vote"
"641","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","3. Rural, small towns, outlying and adjacent areas","1. On a farm","3. Voted (registered)"
"642","2000","7. Did not vote or voted but not for president (exc.1972)","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","8. In a suburb of a very large city","1. Not registered, and did not vote"
"643","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","6. In a suburb of a large city","1. Not registered, and did not vote"
"644","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","5. In a large city (100,000-500,000)","3. Voted (registered)"
"645","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"646","2000","4. Other (incl. 3d/minor party candidates and write-ins)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"647","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","5. In a large city (100,000-500,000)","3. Voted (registered)"
"648","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","6. In a suburb of a large city","3. Voted (registered)"
"649","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"650","2000","2. Republican","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","3. Rural, small towns, outlying and adjacent areas","1. On a farm","3. Voted (registered)"
"651","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","8. In a suburb of a very large city","1. Not registered, and did not vote"
"652","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"653","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","1. On a farm","2. Registered, but did not vote"
"654","2000","7. Did not vote or voted but not for president (exc.1972)","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","1. On a farm","1. Not registered, and did not vote"
"655","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","3. In a small city or town (under 50,000)","3. Voted (registered)"
"656","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","6. In a suburb of a large city","1. Not registered, and did not vote"
"657","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"658","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","8. In a suburb of a very large city","3. Voted (registered)"
"659","2000","2. Republican","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","5. In a large city (100,000-500,000)","3. Voted (registered)"
"660","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"661","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","1. Central cities","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"662","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","1. Central cities","3. In a small city or town (under 50,000)","3. Voted (registered)"
"663","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","1. Central cities","5. In a large city (100,000-500,000)","3. Voted (registered)"
"664","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"665","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","4. In a medium-sized city (50,000-100,000)","2. Registered, but did not vote"
"666","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"667","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","5. In a large city (100,000-500,000)","3. Voted (registered)"
"668","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"669","2000","2. Republican","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"670","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"671","2000","7. Did not vote or voted but not for president (exc.1972)","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","2. Registered, but did not vote"
"672","2000","2. Republican","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","1. Central cities","5. In a large city (100,000-500,000)","3. Voted (registered)"
"673","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","2. In the country, not on a farm","1. Not registered, and did not vote"
"674","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"675","2000","2. Republican","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","6. In a suburb of a large city","3. Voted (registered)"
"676","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","1. Central cities","3. In a small city or town (under 50,000)","3. Voted (registered)"
"677","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","2. In the country, not on a farm","3. Voted (registered)"
"678","2000","7. Did not vote or voted but not for president (exc.1972)","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","5. In a large city (100,000-500,000)","3. Voted (registered)"
"679","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"680","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"681","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","3. In a small city or town (under 50,000)","3. Voted (registered)"
"682","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","2. In the country, not on a farm","3. Voted (registered)"
"683","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","3. In a small city or town (under 50,000)","3. Voted (registered)"
"684","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","2. In the country, not on a farm","3. Voted (registered)"
"685","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"686","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"687","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","2. In the country, not on a farm","3. Voted (registered)"
"688","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"689","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"690","2000","7. Did not vote or voted but not for president (exc.1972)","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","2. Suburban areas","5. In a large city (100,000-500,000)","1. Not registered, and did not vote"
"691","2000","1. Democrat","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","1. Central cities","5. In a large city (100,000-500,000)","3. Voted (registered)"
"692","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","5. In a large city (100,000-500,000)","1. Not registered, and did not vote"
"693","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"694","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","1. On a farm","3. Voted (registered)"
"695","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"696","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"697","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","3. In a small city or town (under 50,000)","1. Not registered, and did not vote"
"698","2000","1. Democrat","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"699","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","2. Registered, but did not vote"
"700","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","1. On a farm","1. Not registered, and did not vote"
"701","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","2. In the country, not on a farm","3. Voted (registered)"
"702","2000","7. Did not vote or voted but not for president (exc.1972)","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","2. Suburban areas","3. In a small city or town (under 50,000)","2. Registered, but did not vote"
"703","2000","1. Democrat","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","2. Suburban areas","1. On a farm","3. Voted (registered)"
"704","2000","2. Republican","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","2. Suburban areas","2. In the country, not on a farm","3. Voted (registered)"
"705","2000","1. Democrat","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","2. Suburban areas","7. In a very large city (over 500,000)","3. Voted (registered)"
"706","2000","2. Republican","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","1. Central cities","7. In a very large city (over 500,000)","3. Voted (registered)"
"707","2000","7. Did not vote or voted but not for president (exc.1972)","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","1. Central cities","5. In a large city (100,000-500,000)","2. Registered, but did not vote"
"708","2000","2. Republican","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","1. Central cities","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"709","2000","2. Republican","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","1. Central cities","1. On a farm","3. Voted (registered)"
"710","2000","7. Did not vote or voted but not for president (exc.1972)","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","1. Central cities","4. In a medium-sized city (50,000-100,000)","2. Registered, but did not vote"
"711","2000","1. Democrat","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","1. Central cities","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"712","2000","7. Did not vote or voted but not for president (exc.1972)","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","1. Central cities","5. In a large city (100,000-500,000)","2. Registered, but did not vote"
"713","2000","1. Democrat","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","1. Central cities","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"714","2000","7. Did not vote or voted but not for president (exc.1972)","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","6. In a suburb of a large city","1. Not registered, and did not vote"
"715","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","1. Central cities","7. In a very large city (over 500,000)","3. Voted (registered)"
"716","2000","1. Democrat","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","1. Central cities","3. In a small city or town (under 50,000)","3. Voted (registered)"
"717","2000","2. Republican","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","2. Suburban areas","8. In a suburb of a very large city","3. Voted (registered)"
"718","2000","7. Did not vote or voted but not for president (exc.1972)","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","2. Suburban areas","4. In a medium-sized city (50,000-100,000)","2. Registered, but did not vote"
"719","2000","1. Democrat","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","1. Central cities","8. In a suburb of a very large city","3. Voted (registered)"
"720","2000","2. Republican","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","1. Central cities","6. In a suburb of a large city","3. Voted (registered)"
"721","2000","4. Other (incl. 3d/minor party candidates and write-ins)","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","2. Suburban areas","6. In a suburb of a large city","3. Voted (registered)"
"722","2000","2. Republican","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"723","2000","7. Did not vote or voted but not for president (exc.1972)","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","2. Suburban areas","4. In a medium-sized city (50,000-100,000)","2. Registered, but did not vote"
"724","2000","7. Did not vote or voted but not for president (exc.1972)","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","1. Central cities","4. In a medium-sized city (50,000-100,000)","1. Not registered, and did not vote"
"725","2000","7. Did not vote or voted but not for president (exc.1972)","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","1. Central cities","3. In a small city or town (under 50,000)","2. Registered, but did not vote"
"726","2000","1. Democrat","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","1. Central cities","5. In a large city (100,000-500,000)","3. Voted (registered)"
"727","2000","4. Other (incl. 3d/minor party candidates and write-ins)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","3. In a small city or town (under 50,000)","3. Voted (registered)"
"728","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","5. In a large city (100,000-500,000)","3. Voted (registered)"
"729","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","5. In a large city (100,000-500,000)","3. Voted (registered)"
"730","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","5. In a large city (100,000-500,000)","3. Voted (registered)"
"731","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","6. In a suburb of a large city","3. Voted (registered)"
"732","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","3. Rural, small towns, outlying and adjacent areas","8. In a suburb of a very large city","3. Voted (registered)"
"733","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","3. Rural, small towns, outlying and adjacent areas","8. In a suburb of a very large city","3. Voted (registered)"
"734","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","1. Central cities","7. In a very large city (over 500,000)","3. Voted (registered)"
"735","2000","2. Republican","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"736","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"737","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","4. In a medium-sized city (50,000-100,000)","1. Not registered, and did not vote"
"738","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","1. Not registered, and did not vote"
"739","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"740","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","1. On a farm","1. Not registered, and did not vote"
"741","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","2. In the country, not on a farm","1. Not registered, and did not vote"
"742","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","3. In a small city or town (under 50,000)","2. Registered, but did not vote"
"743","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","3. In a small city or town (under 50,000)","1. Not registered, and did not vote"
"744","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","7. In a very large city (over 500,000)","3. Voted (registered)"
"745","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","3. In a small city or town (under 50,000)","3. Voted (registered)"
"746","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","6. In a suburb of a large city","3. Voted (registered)"
"747","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","7. In a very large city (over 500,000)","3. Voted (registered)"
"748","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"749","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","5. In a large city (100,000-500,000)","1. Not registered, and did not vote"
